"Date and Time Run 1","Time (s) Run 1","Position (m) Run 1","Velocity (m/s) Run 1","Acceleration (m/sÂ²) Run 1","Date and Time Run 2","Time (s) Run 2","Position (m) Run 2","Velocity (m/s) Run 2","Acceleration (m/sÂ²) Run 2","Date and Time Run 3","Time (s) Run 3","Position (m) Run 3","Velocity (m/s) Run 3","Acceleration (m/sÂ²) Run 3"
,,,,,,,,,,05/06/2022 02:36:56 pm,4.300,0.51,0.27,-1.53
,,,,,,,,,,05/06/2022 02:36:56 pm,4.310,0.51,0.24,-0.88
,,,,,,,,,,05/06/2022 02:36:56 pm,4.320,0.52,0.24,0.05
,,,,,,,,,,05/06/2022 02:36:56 pm,4.330,0.52,0.26,-0.17
,,,,,,,,,,05/06/2022 02:36:56 pm,4.340,0.52,0.25,-1.01
,,,,,,,,,,05/06/2022 02:36:56 pm,4.350,0.52,0.23,-1.46
,,,,,,,,,,05/06/2022 02:36:56 pm,4.360,0.52,0.22,-0.61
,,,,,,,,,,05/06/2022 02:36:56 pm,4.370,0.53,0.21,0.08
,,,,,,,,,,05/06/2022 02:36:56 pm,4.380,0.53,0.23,-0.04
,,,,,,,,,,05/06/2022 02:36:56 pm,4.390,0.53,0.22,-0.64
,,,,,,,,,,05/06/2022 02:36:56 pm,4.400,0.54,0.21,-1.86
,,,,,,,,,,05/06/2022 02:36:56 pm,4.410,0.53,0.20,-2.27
,,,,,,,,,,05/06/2022 02:36:56 pm,4.420,0.54,0.14,-2.13
,,,,,,,,,,05/06/2022 02:36:56 pm,4.430,0.54,0.14,-1.48
,,,,,,,,,,05/06/2022 02:36:56 pm,4.440,0.54,0.13,-1.88
,,,,,,,,,,05/06/2022 02:36:56 pm,4.450,0.54,0.12,-3.95
,,,,,,,,,,05/06/2022 02:36:56 pm,4.460,0.54,0.05,-3.85
,,,,,,,,,,05/06/2022 02:36:56 pm,4.470,0.54,-0.02,-0.56
,,,,,,,,,,05/06/2022 02:36:56 pm,4.480,0.54,0.04,2.78
,,,,,,,,,,05/06/2022 02:36:56 pm,4.490,0.54,0.10,1.70
,,,,,,,,,,05/06/2022 02:36:56 pm,4.500,0.55,0.10,-3.32
,,,,,,,,,,05/06/2022 02:36:56 pm,4.510,0.55,0.02,-6.62
,,,,,,,,,,05/06/2022 02:36:56 pm,4.520,0.55,-0.08,-5.04
,,,,,,,,,,05/06/2022 02:36:56 pm,4.530,0.54,-0.11,0.05
,,,,,,,,,,05/06/2022 02:36:56 pm,4.540,0.54,-0.07,2.88
,,,,,,,,,,05/06/2022 02:36:56 pm,4.550,0.54,0.01,0.56
,,,,,,,,,,05/06/2022 02:36:56 pm,4.560,0.54,-0.03,-3.79
,,,,,,,,,,05/06/2022 02:36:56 pm,4.570,0.54,-0.12,-5.20
,,,,,,,,,,05/06/2022 02:36:56 pm,4.580,0.54,-0.17,-2.14
,,,,,,,,,,05/06/2022 02:36:56 pm,4.590,0.54,-0.16,0.66
,,,,,,,,,,05/06/2022 02:36:56 pm,4.600,0.54,-0.11,0.34
,,,,,,,,,,05/06/2022 02:36:56 pm,4.610,0.53,-0.13,-1.97
,,,,,,,,,,05/06/2022 02:36:56 pm,4.620,0.54,-0.18,-3.49
,,,,,,,,,,05/06/2022 02:36:56 pm,4.630,0.53,-0.22,-2.36
,,,,,,,,,,05/06/2022 02:36:56 pm,4.640,0.53,-0.24,-0.24
,,,,,,,,,,05/06/2022 02:36:56 pm,4.650,0.53,-0.21,1.04
,,,,,,,,,,05/06/2022 02:36:56 pm,4.660,0.53,-0.19,0.05
,,,,,,,,,,05/06/2022 02:36:56 pm,4.670,0.52,-0.20,-2.49
,,,,,,,,,,05/06/2022 02:36:56 pm,4.680,0.52,-0.25,-2.82
,,,,,,,,,,05/06/2022 02:36:56 pm,4.690,0.52,-0.31,-0.13
,,,,,,,,,,05/06/2022 02:36:56 pm,4.700,0.52,-0.26,1.79
,,,,,,,,,,05/06/2022 02:36:56 pm,4.710,0.51,-0.20,0.06
,,,,,,,,,,05/06/2022 02:36:56 pm,4.720,0.51,-0.25,-2.40
,,,,,,,,,,05/06/2022 02:36:56 pm,4.730,0.51,-0.31,-1.20
,,,,,,,,,,05/06/2022 02:36:56 pm,4.740,0.51,-0.29,1.45
,,,,,,,,,,05/06/2022 02:36:56 pm,4.750,0.50,-0.23,1.55
,,,,,,,,,,05/06/2022 02:36:56 pm,4.760,0.50,-0.24,-0.41
,,,,,,,,,,05/06/2022 02:36:56 pm,4.770,0.50,-0.27,-1.10
,,,,,,,,,,05/06/2022 02:36:56 pm,4.780,0.50,-0.28,-0.04
,,,,,,,,,,05/06/2022 02:36:56 pm,4.790,0.49,-0.26,0.69
,,,,,,,,,,05/06/2022 02:36:56 pm,4.800,0.49,-0.25,0.55
,,,,,,,,,,05/06/2022 02:36:56 pm,4.810,0.49,-0.25,0.30
,,,,,,,,,,05/06/2022 02:36:56 pm,4.820,0.49,-0.25,0.53
,,,,,,,,,,05/06/2022 02:36:56 pm,4.830,0.48,-0.24,0.88
,,,,,,,,,,05/06/2022 02:36:56 pm,4.840,0.48,-0.23,1.09
,,,,,,,,,,05/06/2022 02:36:56 pm,4.850,0.48,-0.22,1.14
,,,,,,,,,,05/06/2022 02:36:56 pm,4.860,0.48,-0.21,1.18
,,,,,,,,,,05/06/2022 02:36:56 pm,4.870,0.47,-0.20,1.32
,,,,,,,,,,05/06/2022 02:36:56 pm,4.880,0.47,-0.18,1.48
,,,,,,,,,,05/06/2022 02:36:56 pm,4.890,0.47,-0.17,1.50
,,,,,,,,,,05/06/2022 02:36:56 pm,4.900,0.47,-0.15,1.39
,,,,,,,,,,05/06/2022 02:36:56 pm,4.910,0.47,-0.14,1.36
,,,,,,,,,,05/06/2022 02:36:56 pm,4.920,0.47,-0.13,1.55
,,,,,,,,,,05/06/2022 02:36:56 pm,4.930,0.46,-0.11,1.77
,,,,,,,,,,05/06/2022 02:36:56 pm,4.940,0.46,-0.09,1.78
,,,,,,,,,,05/06/2022 02:36:56 pm,4.950,0.46,-0.07,1.68
,,,,,,,,,,05/06/2022 02:36:56 pm,4.960,0.46,-0.06,1.62
,,,,,,,,,,05/06/2022 02:36:56 pm,4.970,0.46,-0.04,1.67
,,,,,,,,,,05/06/2022 02:36:56 pm,4.980,0.46,-0.02,1.72
,,,,,,,,,,05/06/2022 02:36:56 pm,4.990,0.46,-0.01,1.71
,,,,,,,,,,05/06/2022 02:36:57 pm,5.000,0.46,0.01,1.76
,,,,,,,,,,05/06/2022 02:36:57 pm,5.010,0.46,0.03,1.82
,,,,,,,,,,05/06/2022 02:36:57 pm,5.020,0.46,0.05,1.79
,,,,,,,,,,05/06/2022 02:36:57 pm,5.030,0.46,0.07,1.64
,,,,,,,,,,05/06/2022 02:36:57 pm,5.040,0.46,0.08,1.48
,,,,,,,,,,05/06/2022 02:36:57 pm,5.050,0.46,0.10,1.47
,,,,,,,,,,05/06/2022 02:36:57 pm,5.060,0.47,0.11,1.53
,,,,,,,,,,05/06/2022 02:36:57 pm,5.070,0.47,0.13,1.53
,,,,,,,,,,05/06/2022 02:36:57 pm,5.080,0.47,0.14,1.49
,,,,,,,,,,05/06/2022 02:36:57 pm,5.090,0.47,0.16,1.44
,,,,,,,,,,05/06/2022 02:36:57 pm,5.100,0.47,0.17,1.40
,,,,,,,,,,05/06/2022 02:36:57 pm,5.110,0.47,0.18,1.26
,,,,,,,,,,05/06/2022 02:36:57 pm,5.120,0.47,0.20,1.10
,,,,,,,,,,05/06/2022 02:36:57 pm,5.130,0.48,0.20,1.05
,,,,,,,,,,05/06/2022 02:36:57 pm,5.140,0.48,0.22,1.06
,,,,,,,,,,05/06/2022 02:36:57 pm,5.150,0.48,0.23,0.98
,,,,,,,,,,05/06/2022 02:36:57 pm,5.160,0.48,0.24,0.79
,,,,,,,,,,05/06/2022 02:36:57 pm,5.170,0.49,0.24,0.60
,,,,,,,,,,05/06/2022 02:36:57 pm,5.180,0.49,0.25,0.40
,,,,,,,,,,05/06/2022 02:36:57 pm,5.190,0.49,0.25,0.22
,,,,,,,,,,05/06/2022 02:36:57 pm,5.200,0.49,0.25,0.29
,,,,,,,,,,05/06/2022 02:36:57 pm,5.210,0.50,0.25,0.67
,,,,,,,,,,05/06/2022 02:36:57 pm,5.220,0.50,0.26,0.78
,,,,,,,,,,05/06/2022 02:36:57 pm,5.230,0.50,0.28,0.03
,,,,,,,,,,05/06/2022 02:36:57 pm,5.240,0.50,0.27,-0.98
,,,,,,,,,,05/06/2022 02:36:57 pm,5.250,0.51,0.25,-0.95
,,,,,,,,,,05/06/2022 02:36:57 pm,5.260,0.51,0.24,0.09
,,,,,,,,,,05/06/2022 02:36:57 pm,5.270,0.51,0.26,0.63
,,,,,,,,,,05/06/2022 02:36:57 pm,5.280,0.51,0.27,-0.07
,,,,,,,,,,05/06/2022 02:36:57 pm,5.290,0.52,0.25,-0.99
,,,,,,,,,,05/06/2022 02:36:57 pm,5.300,0.52,0.24,-1.14
,,,,,,,,,,05/06/2022 02:36:57 pm,5.310,0.52,0.23,-0.82
,,,,,,,,,,05/06/2022 02:36:57 pm,5.320,0.52,0.22,-0.73
,,,,,,,,,,05/06/2022 02:36:57 pm,5.330,0.53,0.22,-0.92
,,,,,,,,,,05/06/2022 02:36:57 pm,5.340,0.53,0.21,-1.16
,,,,,,,,,,05/06/2022 02:36:57 pm,5.350,0.53,0.19,-1.38
,,,,,,,,,,05/06/2022 02:36:57 pm,5.360,0.53,0.18,-1.42
,,,,,,,,,,05/06/2022 02:36:57 pm,5.370,0.53,0.16,-1.47
,,,,,,,,,,05/06/2022 02:36:57 pm,5.380,0.54,0.15,-1.53
,,,,,,,,,,05/06/2022 02:36:57 pm,5.390,0.54,0.13,-1.55
,,,,,,,,,,05/06/2022 02:36:57 pm,5.400,0.54,0.12,-1.39
,,,,,,,,,,05/06/2022 02:36:57 pm,5.410,0.54,0.10,-1.29
,,,,,,,,,,05/06/2022 02:36:57 pm,5.420,0.54,0.09,-1.59
,,,,,,,,,,05/06/2022 02:36:57 pm,5.430,0.54,0.08,-1.87
,,,,,,,,,,05/06/2022 02:36:57 pm,5.440,0.54,0.05,-1.84
,,,,,,,,,,05/06/2022 02:36:57 pm,5.450,0.54,0.04,-1.63
,,,,,,,,,,05/06/2022 02:36:57 pm,5.460,0.54,0.02,-1.58
,,,,,,,,,,05/06/2022 02:36:57 pm,5.470,0.54,0.01,-1.61
,,,,,,,,,,05/06/2022 02:36:57 pm,5.480,0.54,-0.01,-1.41
,,,,,,,,,,05/06/2022 02:36:57 pm,5.490,0.54,-0.02,-1.20
,,,,,,,,,,05/06/2022 02:36:57 pm,5.500,0.54,-0.03,-1.41
,,,,,,,,,,05/06/2022 02:36:57 pm,5.510,0.54,-0.05,-1.93
,,,,,,,,,,05/06/2022 02:36:57 pm,5.520,0.54,-0.07,-2.20
,,,,,,,,,,05/06/2022 02:36:57 pm,5.530,0.54,-0.10,-1.93
,,,,,,,,,,05/06/2022 02:36:57 pm,5.540,0.54,-0.11,-1.46
,,,,,,,,,,05/06/2022 02:36:57 pm,5.550,0.54,-0.12,-1.24
,,,,,,,,,,05/06/2022 02:36:57 pm,5.560,0.54,-0.14,-1.24
,,,,,,,,,,05/06/2022 02:36:57 pm,5.570,0.53,-0.15,-1.27
,,,,,,,,,,05/06/2022 02:36:57 pm,5.580,0.53,-0.16,-1.44
,,,,,,,,,,05/06/2022 02:36:57 pm,5.590,0.53,-0.17,-1.47
,,,,,,,,,,05/06/2022 02:36:57 pm,5.600,0.53,-0.20,-1.23
,,,,,,,,,,05/06/2022 02:36:57 pm,5.610,0.53,-0.20,-0.94
,,,,,,,,,,05/06/2022 02:36:57 pm,5.620,0.53,-0.21,-1.16
,,,,,,,,,,05/06/2022 02:36:57 pm,5.630,0.52,-0.22,-0.84
,,,,,,,,,,05/06/2022 02:36:57 pm,5.640,0.52,-0.25,0.44
,,,,,,,,,,05/06/2022 02:36:57 pm,5.650,0.52,-0.21,0.64
,,,,,,,,,,05/06/2022 02:36:57 pm,5.660,0.52,-0.19,-1.58
,,,,,,,,,,05/06/2022 02:36:57 pm,5.670,0.52,-0.24,-3.04
,,,,,,,,,,05/06/2022 02:36:57 pm,5.680,0.51,-0.31,-0.56
,,,,,,,,,,05/06/2022 02:36:57 pm,5.690,0.51,-0.27,2.13
,,,,,,,,,,05/06/2022 02:36:57 pm,5.700,0.51,-0.19,0.85
,,,,,,,,,,05/06/2022 02:36:57 pm,5.710,0.51,-0.23,-2.46
,,,,,,,,,,05/06/2022 02:36:57 pm,5.720,0.50,-0.30,-2.30
,,,,,,,,,,05/06/2022 02:36:57 pm,5.730,0.50,-0.31,0.56
,,,,,,,,,,05/06/2022 02:36:57 pm,5.740,0.50,-0.25,1.94
,,,,,,,,,,05/06/2022 02:36:57 pm,5.750,0.49,-0.25,1.08
,,,,,,,,,,05/06/2022 02:36:57 pm,5.760,0.49,-0.25,0.10
,,,,,,,,,,05/06/2022 02:36:57 pm,5.770,0.49,-0.25,0.37
,,,,,,,,,,05/06/2022 02:36:57 pm,5.780,0.49,-0.24,0.83
,,,,,,,,,,05/06/2022 02:36:57 pm,5.790,0.48,-0.23,1.06
,,,,,,,,,,05/06/2022 02:36:57 pm,5.800,0.48,-0.22,1.01
,,,,,,,,,,05/06/2022 02:36:57 pm,5.810,0.48,-0.21,0.94
,,,,,,,,,,05/06/2022 02:36:57 pm,5.820,0.48,-0.20,1.03
,,,,,,,,,,05/06/2022 02:36:57 pm,5.830,0.48,-0.19,1.19
,,,,,,,,,,05/06/2022 02:36:57 pm,5.840,0.47,-0.18,1.24
,,,,,,,,,,05/06/2022 02:36:57 pm,5.850,0.47,-0.17,1.24
,,,,,,,,,,05/06/2022 02:36:57 pm,5.860,0.47,-0.15,1.27
,,,,,,,,,,05/06/2022 02:36:57 pm,5.870,0.47,-0.14,1.42
,,,,,,,,,,05/06/2022 02:36:57 pm,5.880,0.47,-0.13,1.57
,,,,,,,,,,05/06/2022 02:36:57 pm,5.890,0.47,-0.11,1.67
,,,,,,,,,,05/06/2022 02:36:57 pm,5.900,0.47,-0.09,1.72
,,,,,,,,,,05/06/2022 02:36:57 pm,5.910,0.46,-0.07,1.72
,,,,,,,,,,05/06/2022 02:36:57 pm,5.920,0.46,-0.06,1.72
,,,,,,,,,,05/06/2022 02:36:57 pm,5.930,0.46,-0.04,1.72
,,,,,,,,,,05/06/2022 02:36:57 pm,5.940,0.46,-0.02,1.72
,,,,,,,,,,05/06/2022 02:36:57 pm,5.950,0.46,-0.01,1.73
,,,,,,,,,,05/06/2022 02:36:57 pm,5.960,0.46,0.01,1.68
,,,,,,,,,,05/06/2022 02:36:57 pm,5.970,0.46,0.03,1.58
,,,,,,,,,,05/06/2022 02:36:57 pm,5.980,0.46,0.04,1.53
,,,,,,,,,,05/06/2022 02:36:57 pm,5.990,0.46,0.06,1.53
,,,,,,,,,,05/06/2022 02:36:58 pm,6.000,0.46,0.08,1.53
,,,,,,,,,,05/06/2022 02:36:58 pm,6.010,0.47,0.09,1.52
,,,,,,,,,,05/06/2022 02:36:58 pm,6.020,0.47,0.10,1.57
,,,,,,,,,,05/06/2022 02:36:58 pm,6.030,0.47,0.12,1.64
,,,,,,,,,,05/06/2022 02:36:58 pm,6.040,0.47,0.14,1.51
,,,,,,,,,,05/06/2022 02:36:58 pm,6.050,0.47,0.15,1.25
,,,,,,,,,,05/06/2022 02:36:58 pm,6.060,0.47,0.16,1.13
,,,,,,,,,,05/06/2022 02:36:58 pm,6.070,0.47,0.17,1.23
,,,,,,,,,,05/06/2022 02:36:58 pm,6.080,0.48,0.19,1.35
,,,,,,,,,,05/06/2022 02:36:58 pm,6.090,0.48,0.20,1.27
,,,,,,,,,,05/06/2022 02:36:58 pm,6.100,0.48,0.21,1.08
,,,,,,,,,,05/06/2022 02:36:58 pm,6.110,0.48,0.22,0.88
,,,,,,,,,,05/06/2022 02:36:58 pm,6.120,0.48,0.23,0.73
,,,,,,,,,,05/06/2022 02:36:58 pm,6.130,0.49,0.24,0.63
,,,,,,,,,,05/06/2022 02:36:58 pm,6.140,0.49,0.24,0.55
,,,,,,,,,,05/06/2022 02:36:58 pm,6.150,0.49,0.25,0.40
,,,,,,,,,,05/06/2022 02:36:58 pm,6.160,0.49,0.25,0.22
,,,,,,,,,,05/06/2022 02:36:58 pm,6.170,0.50,0.25,0.33
,,,,,,,,,,05/06/2022 02:36:58 pm,6.180,0.50,0.25,0.45
,,,,,,,,,,05/06/2022 02:36:58 pm,6.190,0.50,0.27,0.00
,,,,,,,,,,05/06/2022 02:36:58 pm,6.200,0.50,0.26,-0.74
,,,,,,,,,,05/06/2022 02:36:58 pm,6.210,0.51,0.24,-0.70
,,,,,,,,,,05/06/2022 02:36:58 pm,6.220,0.51,0.24,0.25
,,,,,,,,,,05/06/2022 02:36:58 pm,6.230,0.51,0.25,0.64
,,,,,,,,,,05/06/2022 02:36:58 pm,6.240,0.51,0.27,-0.13
,,,,,,,,,,05/06/2022 02:36:58 pm,6.250,0.52,0.25,-0.95
,,,,,,,,,,05/06/2022 02:36:58 pm,6.260,0.52,0.23,-0.98
,,,,,,,,,,05/06/2022 02:36:58 pm,6.270,0.52,0.23,-0.74
,,,,,,,,,,05/06/2022 02:36:58 pm,6.280,0.52,0.23,-0.88
,,,,,,,,,,05/06/2022 02:36:58 pm,6.290,0.53,0.21,-1.10
,,,,,,,,,,05/06/2022 02:36:58 pm,6.300,0.53,0.20,-1.10
,,,,,,,,,,05/06/2022 02:36:58 pm,6.310,0.53,0.19,-1.08
,,,,,,,,,,05/06/2022 02:36:58 pm,6.320,0.53,0.18,-1.18
,,,,,,,,,,05/06/2022 02:36:58 pm,6.330,0.53,0.17,-1.27
,,,,,,,,,,05/06/2022 02:36:58 pm,6.340,0.53,0.15,-1.40
,,,,,,,,,,05/06/2022 02:36:58 pm,6.350,0.54,0.14,-1.62
,,,,,,,,,,05/06/2022 02:36:58 pm,6.360,0.54,0.12,-1.70
,,,,,,,,,,05/06/2022 02:36:58 pm,6.370,0.54,0.10,-1.49
,,,,,,,,,,05/06/2022 02:36:58 pm,6.380,0.54,0.09,-1.35
,,,,,,,,,,05/06/2022 02:36:58 pm,6.390,0.54,0.08,-1.58
,,,,,,,,,,05/06/2022 02:36:58 pm,6.400,0.54,0.06,-1.91
,,,,,,,,,,05/06/2022 02:36:58 pm,6.410,0.54,0.04,-1.95
,,,,,,,,,,05/06/2022 02:36:58 pm,6.420,0.54,0.02,-1.71
,,,,,,,,,,05/06/2022 02:36:58 pm,6.430,0.54,0.01,-1.43
,,,,,,,,,,05/06/2022 02:36:58 pm,6.440,0.54,-0.01,-1.39
,,,,,,,,,,05/06/2022 02:36:58 pm,6.450,0.54,-0.02,-1.67
,,,,,,,,,,05/06/2022 02:36:58 pm,6.460,0.54,-0.04,-2.06
,,,,,,,,,,05/06/2022 02:36:58 pm,6.470,0.54,-0.07,-2.12
,,,,,,,,,,05/06/2022 02:36:58 pm,6.480,0.54,-0.09,-1.69
,,,,,,,,,,05/06/2022 02:36:58 pm,6.490,0.54,-0.10,-1.24
,,,,,,,,,,05/06/2022 02:36:58 pm,6.500,0.54,-0.11,-1.25
,,,,,,,,,,05/06/2022 02:36:58 pm,6.510,0.54,-0.12,-1.52
,,,,,,,,,,05/06/2022 02:36:58 pm,6.520,0.54,-0.14,-1.66
,,,,,,,,,,05/06/2022 02:36:58 pm,6.530,0.53,-0.16,-1.48
,,,,,,,,,,05/06/2022 02:36:58 pm,6.540,0.53,-0.17,-1.16
,,,,,,,,,,05/06/2022 02:36:58 pm,6.550,0.53,-0.18,-1.05
,,,,,,,,,,05/06/2022 02:36:58 pm,6.560,0.53,-0.19,-1.09
,,,,,,,,,,05/06/2022 02:36:58 pm,6.570,0.53,-0.20,-1.20
,,,,,,,,,,05/06/2022 02:36:58 pm,6.580,0.53,-0.21,-1.17
,,,,,,,,,,05/06/2022 02:36:58 pm,6.590,0.52,-0.23,-1.05
,,,,,,,,,,05/06/2022 02:36:58 pm,6.600,0.52,-0.23,-0.78
,,,,,,,,,,05/06/2022 02:36:58 pm,6.610,0.52,-0.24,-0.35
,,,,,,,,,,05/06/2022 02:36:58 pm,6.620,0.52,-0.24,-0.18
,,,,,,,,,,05/06/2022 02:36:58 pm,6.630,0.51,-0.24,-0.57
,,,,,,,,,,05/06/2022 02:36:58 pm,6.640,0.51,-0.25,-1.01
,,,,,,,,,,05/06/2022 02:36:58 pm,6.650,0.51,-0.27,-0.67
,,,,,,,,,,05/06/2022 02:36:58 pm,6.660,0.51,-0.27,0.07
,,,,,,,,,,05/06/2022 02:36:58 pm,6.670,0.50,-0.26,0.32
,,,,,,,,,,05/06/2022 02:36:58 pm,6.680,0.50,-0.26,0.04
,,,,,,,,,,05/06/2022 02:36:58 pm,6.690,0.50,-0.26,0.04
,,,,,,,,,,05/06/2022 02:36:58 pm,6.700,0.50,-0.26,0.45
,,,,,,,,,,05/06/2022 02:36:58 pm,6.710,0.49,-0.25,0.68
,,,,,,,,,,05/06/2022 02:36:58 pm,6.720,0.49,-0.24,0.58
,,,,,,,,,,05/06/2022 02:36:58 pm,6.730,0.49,-0.24,0.51
,,,,,,,,,,05/06/2022 02:36:58 pm,6.740,0.49,-0.24,0.61
,,,,,,,,,,05/06/2022 02:36:58 pm,6.750,0.48,-0.23,0.70
,,,,,,,,,,05/06/2022 02:36:58 pm,6.760,0.48,-0.22,0.83
,,,,,,,,,,05/06/2022 02:36:58 pm,6.770,0.48,-0.21,1.07
,,,,,,,,,,05/06/2022 02:36:58 pm,6.780,0.48,-0.20,1.29
,,,,,,,,,,05/06/2022 02:36:58 pm,6.790,0.47,-0.19,1.30
,,,,,,,,,,05/06/2022 02:36:58 pm,6.800,0.47,-0.17,1.24
,,,,,,,,,,05/06/2022 02:36:58 pm,6.810,0.47,-0.16,1.28
,,,,,,,,,,05/06/2022 02:36:58 pm,6.820,0.47,-0.15,1.37
,,,,,,,,,,05/06/2022 02:36:58 pm,6.830,0.47,-0.13,1.47
,,,,,,,,,,05/06/2022 02:36:58 pm,6.840,0.47,-0.12,1.57
,,,,,,,,,,05/06/2022 02:36:58 pm,6.850,0.47,-0.10,1.67
,,,,,,,,,,05/06/2022 02:36:58 pm,6.860,0.46,-0.09,1.68
,,,,,,,,,,05/06/2022 02:36:58 pm,6.870,0.46,-0.07,1.63
,,,,,,,,,,05/06/2022 02:36:58 pm,6.880,0.46,-0.05,1.62
,,,,,,,,,,05/06/2022 02:36:58 pm,6.890,0.46,-0.04,1.67
,,,,,,,,,,05/06/2022 02:36:58 pm,6.900,0.46,-0.02,1.73
,,,,,,,,,,05/06/2022 02:36:58 pm,6.910,0.46,0.00,1.69
,,,,,,,,,,05/06/2022 02:36:58 pm,6.920,0.46,0.02,1.58
,,,,,,,,,,05/06/2022 02:36:58 pm,6.930,0.46,0.03,1.52
,,,,,,,,,,05/06/2022 02:36:58 pm,6.940,0.46,0.04,1.60
,,,,,,,,,,05/06/2022 02:36:58 pm,6.950,0.46,0.06,1.77
,,,,,,,,,,05/06/2022 02:36:58 pm,6.960,0.46,0.08,1.79
,,,,,,,,,,05/06/2022 02:36:58 pm,6.970,0.47,0.10,1.60
,,,,,,,,,,05/06/2022 02:36:58 pm,6.980,0.47,0.11,1.39
,,,,,,,,,,05/06/2022 02:36:58 pm,6.990,0.47,0.12,1.33
,,,,,,,,,,05/06/2022 02:36:59 pm,7.000,0.47,0.14,1.38
,,,,,,,,,,05/06/2022 02:36:59 pm,7.010,0.47,0.15,1.44
,,,,,,,,,,05/06/2022 02:36:59 pm,7.020,0.47,0.17,1.40
,,,,,,,,,,05/06/2022 02:36:59 pm,7.030,0.47,0.18,1.30
,,,,,,,,,,05/06/2022 02:36:59 pm,7.040,0.48,0.19,1.20
,,,,,,,,,,05/06/2022 02:36:59 pm,7.050,0.48,0.20,1.15
,,,,,,,,,,05/06/2022 02:36:59 pm,7.060,0.48,0.22,1.12
,,,,,,,,,,05/06/2022 02:36:59 pm,7.070,0.48,0.23,0.94
,,,,,,,,,,05/06/2022 02:36:59 pm,7.080,0.48,0.24,0.60
,,,,,,,,,,05/06/2022 02:36:59 pm,7.090,0.49,0.24,1.06
,,,,,,,,,,05/06/2022 02:36:59 pm,7.100,0.49,0.24,1.83
,,,,,,,,,,05/06/2022 02:36:59 pm,7.110,0.49,0.29,1.25
,,,,,,,,,,05/06/2022 02:36:59 pm,7.120,0.49,0.30,-1.03
,,,,,,,,,,05/06/2022 02:36:59 pm,7.130,0.50,0.26,-1.93
,,,,,,,,,,05/06/2022 02:36:59 pm,7.140,0.50,0.21,0.34
,,,,,,,,,,05/06/2022 02:36:59 pm,7.150,0.50,0.26,1.78
,,,,,,,,,,05/06/2022 02:36:59 pm,7.160,0.50,0.31,-0.31
,,,,,,,,,,05/06/2022 02:36:59 pm,7.170,0.51,0.26,-2.33
,,,,,,,,,,05/06/2022 02:36:59 pm,7.180,0.51,0.19,-0.45
,,,,,,,,,,05/06/2022 02:36:59 pm,7.190,0.51,0.24,1.85
,,,,,,,,,,05/06/2022 02:36:59 pm,7.200,0.51,0.30,0.51
,,,,,,,,,,05/06/2022 02:36:59 pm,7.210,0.52,0.26,-2.38
,,,,,,,,,,05/06/2022 02:36:59 pm,7.220,0.52,0.21,-2.42
,,,,,,,,,,05/06/2022 02:36:59 pm,7.230,0.52,0.20,-0.11
,,,,,,,,,,05/06/2022 02:36:59 pm,7.240,0.52,0.22,0.85
,,,,,,,,,,05/06/2022 02:36:59 pm,7.250,0.53,0.24,0.44
,,,,,,,,,,05/06/2022 02:36:59 pm,7.260,0.53,0.22,-0.85
,,,,,,,,,,05/06/2022 02:36:59 pm,7.270,0.53,0.23,-2.26
,,,,,,,,,,05/06/2022 02:36:59 pm,7.280,0.53,0.18,-2.89
,,,,,,,,,,05/06/2022 02:36:59 pm,7.290,0.54,0.14,-2.92
,,,,,,,,,,05/06/2022 02:36:59 pm,7.300,0.54,0.13,-1.66
,,,,,,,,,,05/06/2022 02:36:59 pm,7.310,0.54,0.10,-0.11
,,,,,,,,,,05/06/2022 02:36:59 pm,7.320,0.54,0.12,0.90
,,,,,,,,,,05/06/2022 02:36:59 pm,7.330,0.54,0.15,0.01
,,,,,,,,,,05/06/2022 02:36:59 pm,7.340,0.54,0.14,-2.98
,,,,,,,,,,05/06/2022 02:36:59 pm,7.350,0.54,0.08,-4.81
,,,,,,,,,,05/06/2022 02:36:59 pm,7.360,0.54,0.01,-3.55
,,,,,,,,,,05/06/2022 02:36:59 pm,7.370,0.54,-0.01,-1.12
,,,,,,,,,,05/06/2022 02:36:59 pm,7.380,0.54,0.02,-0.15
